"","CBX","data1_selection","data1_intersection","data1_infeasible","data2_selection","data2_intersection","data2_infeasible","data1_secretor_selection","data1_secretor_intersection","data1_secretor_infeasible","data2_secretor_selection","data2_secretor_intersection","data2_secretor_infeasible","background"
"1757","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0",596,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,9264
"1758","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,9264
"1759","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10224
"1760","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0",1494,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,11824
"1761","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0_0",60,NA,1232,NA,NA,1232,NA,NA,1232,NA,NA,1232,7552
"1762","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1",38,NA,NA,2,NA,NA,NA,NA,NA,18,NA,NA,5088
"1763","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0",293,NA,1232,48,NA,1232,67,NA,1232,67,NA,1232,2336
"1764","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0_0",36,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,5408
"1765","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_0_1",38,NA,NA,6,NA,NA,NA,NA,NA,16,NA,NA,5088
"1766","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_0",273,NA,1232,9,NA,1232,66,NA,1232,36,NA,1232,2336
"1767","0_1_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0_0",36,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,5408
"1768","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4228
"1769","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0",526,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,6148
"1770","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1771","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4036
"1772","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0",526,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,6148
"1773","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1774","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3588
"1775","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0",452,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,6148
"1776","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1777","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,476,NA,NA,476,NA,NA,476,NA,NA,476,2920
"1778","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0",451,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,6148
"1779","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1780","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1781","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0",515,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,4612
"1782","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1_0_0",NA,NA,476,NA,NA,476,NA,NA,476,NA,NA,476,2920
"1783","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"1784","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0",95,NA,476,NA,NA,476,4,NA,476,NA,NA,476,884
"1785","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"1786","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"1787","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_0_1_0",90,NA,476,NA,NA,476,4,NA,476,NA,NA,476,884
"1788","0_1_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"1789","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1",72,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4228
"1790","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0",1147,NA,NA,NA,NA,NA,644,NA,NA,NA,NA,NA,6148
"1791","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_1_0_0",25,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6148
"1792","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1",68,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4036
"1793","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0",1145,NA,NA,NA,NA,NA,644,NA,NA,NA,NA,NA,6148
"1794","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_1_0_0",21,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6148
"1795","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3588
"1796","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0",1080,NA,NA,NA,NA,NA,576,NA,NA,NA,NA,NA,6148
"1797","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1_0_0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1798","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,476,NA,NA,476,NA,NA,476,NA,NA,476,2920
"1799","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0",1078,NA,NA,NA,NA,NA,581,NA,NA,NA,NA,NA,6148
"1800","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1801","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1",268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1802","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0",1267,NA,NA,NA,NA,NA,585,NA,NA,NA,NA,NA,4612
"1803","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1_0_0",64,NA,476,NA,NA,476,NA,NA,476,NA,NA,476,2920
"1804","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"1805","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0",213,NA,476,NA,NA,476,104,NA,476,NA,NA,476,884
"1806","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1_0_0",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"1807","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_0_1",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"1808","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_0_1_0",210,NA,476,NA,NA,476,104,NA,476,NA,NA,476,884
"1809","0_1_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_0_1_0_0",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"1810","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1",39,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4228
"1811","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0",771,NA,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,6148
"1812","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_1_0_0",12,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,6148
"1813","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1",39,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4036
"1814","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0",771,NA,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,6148
"1815","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_1_0_0",12,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,6148
"1816","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3588
"1817","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0",700,NA,NA,NA,NA,NA,305,NA,NA,NA,NA,NA,6148
"1818","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1819","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,476,NA,NA,476,NA,NA,476,NA,NA,476,2920
"1820","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0",700,NA,NA,NA,NA,NA,307,NA,NA,NA,NA,NA,6148
"1821","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1822","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1",168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6148
"1823","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0",829,NA,NA,NA,NA,NA,308,NA,NA,NA,NA,NA,4612
"1824","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_1_0_0",40,NA,476,NA,NA,476,NA,NA,476,NA,NA,476,2920
"1825","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"1826","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0",145,NA,476,NA,NA,476,55,NA,476,NA,NA,476,884
"1827","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_1_0_0",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"1828","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3056
"1829","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_1_0",141,NA,476,NA,NA,476,55,NA,476,NA,NA,476,884
"1830","0_1_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_0_1_0_0",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096
"1831","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1",126,NA,NA,54,NA,NA,242,NA,NA,12,NA,NA,10864
"1832","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0",1257,NA,NA,1168,NA,NA,477,42,NA,1323,42,NA,11504
"1833","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0",34,NA,NA,1186,NA,NA,109,38,NA,1369,38,NA,10224
"1834","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1",122,NA,NA,47,NA,NA,242,NA,NA,12,NA,NA,10384
"1835","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0",1257,NA,NA,1162,NA,NA,467,40,NA,1315,40,NA,11504
"1836","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0",34,NA,NA,1184,NA,NA,109,38,NA,1361,38,NA,10224
"1837","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1",4,NA,NA,56,NA,NA,66,NA,NA,13,NA,NA,9264
"1838","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0",1054,NA,NA,1256,NA,NA,390,19,NA,1330,19,NA,11504
"1839","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,1215,NA,NA,33,18,NA,1396,18,NA,10224
"1840","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,1232,57,NA,1232,66,NA,1232,17,NA,1232,7552
"1841","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0",1054,NA,NA,1252,NA,NA,380,17,NA,1322,17,NA,11504
"1842","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,1212,NA,NA,33,18,NA,1388,18,NA,10224
"1843","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1",160,104,NA,822,104,NA,224,136,NA,774,136,NA,9264
"1844","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0",946,241,NA,861,241,NA,384,227,NA,845,227,NA,6240
"1845","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0",18,7,688,276,7,688,43,26,688,381,26,688,3520
"1846","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1",235,125,NA,949,125,NA,176,176,NA,948,176,NA,5168
"1847","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0",226,116,752,433,116,752,101,67,752,494,67,752,1264
"1848","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0",58,22,NA,704,22,NA,73,73,NA,805,73,NA,2992
"1849","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1",215,105,NA,824,105,NA,144,144,NA,813,144,NA,5408
"1850","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0",219,96,752,311,96,752,101,58,752,345,58,752,1424
"1851","0_1_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0",57,21,NA,635,21,NA,69,69,NA,718,69,NA,3120
"1852","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1",126,NA,NA,30,NA,NA,242,NA,NA,NA,NA,NA,10864
"1853","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0",1260,NA,NA,48,NA,NA,415,NA,NA,24,NA,NA,11504
"1854","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0",30,NA,NA,36,NA,NA,55,NA,NA,17,NA,NA,10224
"1855","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1",122,NA,NA,25,NA,NA,242,NA,NA,NA,NA,NA,10384
"1856","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0",1260,NA,NA,48,NA,NA,407,NA,NA,24,NA,NA,11504
"1857","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0",30,NA,NA,38,NA,NA,55,NA,NA,17,NA,NA,10224
"1858","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1",4,NA,NA,32,NA,NA,66,NA,NA,NA,NA,NA,9264
"1859","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0",1054,NA,NA,48,NA,NA,371,NA,NA,25,NA,NA,11504
"1860","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,36,NA,NA,15,NA,NA,26,NA,NA,10224
"1861","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1",NA,NA,1232,33,NA,1232,66,NA,1232,NA,NA,1232,7552
"1862","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0",1054,NA,NA,48,NA,NA,363,NA,NA,25,NA,NA,11504
"1863","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,37,NA,NA,15,NA,NA,26,NA,NA,10224
"1864","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1",24,NA,NA,60,NA,NA,88,NA,NA,NA,NA,NA,10864
"1865","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0",864,NA,NA,69,NA,NA,193,NA,NA,51,NA,NA,7280
"1866","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0",10,NA,688,32,NA,688,14,NA,688,50,NA,688,4432
"1867","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1",110,NA,NA,11,NA,NA,NA,NA,NA,12,NA,NA,5168
"1868","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0",140,NA,752,59,NA,752,38,NA,752,103,NA,752,1264
"1869","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0",28,NA,NA,14,NA,NA,NA,NA,NA,69,NA,NA,2992
"1870","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_0_1",110,NA,NA,11,NA,NA,NA,NA,NA,12,NA,NA,5408
"1871","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0",146,NA,752,18,NA,752,47,NA,752,44,NA,752,1424
"1872","0_1_0_0_1_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0",28,NA,NA,15,NA,NA,NA,NA,NA,56,NA,NA,3120
"1873","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1",943,NA,NA,464,NA,NA,1200,NA,NA,61,NA,NA,65436
"1874","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0",9742,56,NA,6079,56,NA,2553,218,NA,6577,218,NA,73116
"1875","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_1_0_0",335,16,NA,6103,16,NA,728,224,NA,6685,224,NA,69276
"1876","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1",883,NA,NA,456,NA,NA,1200,NA,NA,55,NA,NA,62556
"1877","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0",9734,56,NA,6059,56,NA,2529,214,NA,6555,214,NA,73116
"1878","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_1_0_0",323,16,NA,6083,16,NA,728,224,NA,6663,224,NA,69276
"1879","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_1",100,NA,NA,460,NA,NA,240,NA,NA,65,NA,NA,55836
"1880","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_1_0",8441,20,NA,6498,20,NA,1966,74,NA,6700,74,NA,73116
"1881","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_1_0_0",12,NA,NA,6292,NA,NA,168,84,NA,6834,84,NA,69276
"1882","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_0_1",NA,NA,7428,442,NA,7428,240,NA,7428,85,NA,7428,45528
"1883","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_0_1_0",8432,20,NA,6483,20,NA,1942,70,NA,6678,70,NA,73116
"1884","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_1_0_0_0_1_0_0",NA,NA,NA,6271,NA,NA,168,84,NA,6812,84,NA,69276
"1885","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_0_1",947,626,NA,4835,626,NA,892,572,NA,4419,572,NA,64956
"1886","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_0_1_0",7288,1486,NA,5018,1486,NA,1898,1157,NA,4971,1157,NA,44796
"1887","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_0_1_0_0_0_0_1_0_0",160,56,4932,1743,56,4932,225,127,4932,2459,127,4932,27096
"1888","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1",1248,684,NA,4045,684,NA,648,544,NA,3543,544,NA,35472
"1889","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_0_1_0",1617,442,5124,1860,442,5124,514,284,5124,1920,284,5124,9804
"1890","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0",425,183,NA,3199,183,NA,321,281,NA,3578,281,NA,21840
"1891","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1",1246,682,NA,3981,682,NA,640,536,NA,3512,536,NA,35472
"1892","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0",1548,450,5124,1578,450,5124,508,280,5124,1595,280,5124,9804
"1893","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_0_0",425,183,NA,3113,183,NA,320,280,NA,3496,280,NA,21840
"1894","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_0_1",106,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,16128
"1895","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_0_1_0",2630,NA,NA,128,NA,NA,18,NA,NA,36,NA,NA,27792
"1896","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_0_1_1_0_0",7,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"1897","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_0_1",99,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,15360
"1898","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_0_1_0",2546,NA,NA,128,NA,NA,18,NA,NA,36,NA,NA,27792
"1899","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_0_1_0_1_0_0",7,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"1900","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_0_1",9,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,13392
"1901","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_0_1_0",1956,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,27792
"1902","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_0_1_0_0_1_0_0",NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,27792
"1903","0_1_0_1_0_0_0_0_0_0_0_0_0_0_0_1_0_0_0_0_1_0_0_0_0_0_1",NA,NA,2064,57,NA,2064,NA,NA,2064,NA,NA,2064,10560
